X,y
380.8908566310215,145127.4467825902
816.599439471577,666866.1851295216
462.6797856696064,214133.6357520492
356.0967258978462,126838.0222585992
950.0619670508049,902551.0399616989
969.4704332753688,939937.4086328355
462.53471613314787,213867.2730950346
866.0638895004083,750108.5852352981
65.70863942835237,4264.24864981251
518.790621743366,269174.10403435415
838.8980864459342,703603.9319184753
771.2703466859457,594816.3298984036
532.6172664550231,283684.00318226597
214.94037859075675,46107.83470389502
117.75108289014113,13900.79011265784
85.50853085446808,7290.127833253617
890.0053418175663,792148.0933993355
104.10858198457385,10808.205743484012
311.72206779554824,97259.26013056586
250.24289816459532,62638.83250561092
772.3183917356394,596505.6946496243
645.1727904094498,416243.8219257962
18.22182565154973,224.36542439528995
273.40707193070625,74750.97103189018
548.7337893665862,301119.19073301036
722.4521152615054,521946.95438499656
636.4104112637804,404991.66812628804
688.402396427736,474006.40654332464
181.43543508979732,32873.632013187555
900.0186418481051,810073.9585640217
635.0936508676438,403359.07714565453
971.7820827209607,944370.1207971331
209.3493233367103,43853.97181916484
986.2107444796029,972596.1767038025
100.77800137742665,10106.635944155792
887.0864242651173,786843.1289742975
279.97909366028415,78408.02646332532
633.4008543167258,401256.47082424135
26.532203873819714,702.7480620823881
325.3303307632643,105829.1246723237
419.6000624277899,176033.0239413704
522.7328293819941,273223.7303487531
25.35074341545751,679.0416688982114
31.183135061284673,997.9480422265706
85.347464993768,7326.700867968129
649.9639307777652,422511.74776304653
425.21350446923344,180827.01531585323
278.59033903195865,77588.18143153438
81.34878064189976,6724.881568312595
362.3938991166331,131291.7485644517
513.9894891598108,264126.6893154603
221.97216193294943,49328.634601243975
990.0538501042632,980183.6818931315
492.1162930795382,242104.50033590724
366.3618432936917,134197.88645711628
607.5448519014384,369101.4034897326
276.87764814720373,76612.65134160122
20.584494295802447,445.2023163705528
568.3086033354716,323020.90030926006
802.8534485980115,644564.5151036646
769.9935530986108,592812.2427184902
597.8999788110851,357482.6504179267
228.6428055034627,52274.007569591326
160.80805141749866,25860.573692642618
120.63587110060081,14590.118164801239
507.61037868445504,257661.59568984222
605.7748193568872,366972.1828448045
155.24024593071252,24090.176743377877
772.2447692966574,596330.8266797264
671.7006844058567,451206.13451348763
755.5511385430486,570839.5583491578
188.1211597237613,35373.75031332817
138.82717264941013,19264.336562832956
301.3778741641421,90857.72792087091
822.6005606596583,676675.5234921372
590.8332605690108,349101.26698869513
586.8411180208791,344425.52147441334
440.1524937396013,193787.49176394302
151.90269351229435,23030.18816058869
322.956472941246,104312.82287260107
865.5071258939803,749136.2440408217
140.92422497476264,19874.095616932904
501.5162946871996,251485.01266838115
802.1969807540397,643642.7609378927
156.43704267108603,24518.364703410316
520.3077009037933,270659.6188826491
950.2373538208025,902929.5634851351
348.8682665429953,121786.17289834279
334.9056146570861,112154.39059952572
611.7207462343522,374149.600595354
628.942846779884,395499.6258922465
558.404249735805,311746.8159740284
969.9143978146031,940725.1911002295
649.6328990472147,421994.3445749995
400.8514167636399,160707.65528230256
72.76300636419353,5260.780563943475
33.53243473577938,1094.3135762912148
887.2127425763265,787179.3778034407
356.75332669358926,127292.05659425203
346.34599436596125,119961.6813291462
830.6194077877292,690031.6757724697
856.4898411883223,733595.9440965093
18.390676547466732,354.8160004019936
936.154774160781,876324.4729008728
447.41236682345465,200224.21799296958
119.76213181925121,14290.727758190651
876.653602658345,768528.9724267155
738.0336164263705,544779.149644016
40.77514155476392,1660.3328679932606
948.4533069621567,899529.7882389248
56.37549665092712,3232.491400930274
398.1686935909433,158498.34895558597
495.49131620619846,245469.48210598514
591.2754357449293,349637.59862840624
729.6061783380641,532339.4687386112
618.218063316261,382157.65344723006
257.9416277151556,66529.39652362958
496.3662472012363,246460.06527353826
768.9874151805105,591342.1623369951
127.06051265188478,16194.18721633213
830.2198645669916,689245.4356141818
549.5288823237355,301984.0220925341
411.8409141472685,169622.16613081764
615.0072266991698,378318.0852767769
24.315966431453838,567.0719317928738
620.3095513534647,384792.4603114554
328.7516102875082,108028.96781958558
947.2485773838587,897273.3763207574
181.92813049527112,33147.13116528839
707.2386343133986,500196.5143253427
40.86861626647887,1761.544281214048
595.3850173200437,354525.9575329449
740.7686177542045,548782.328046349
91.58207332663414,8321.275029243958
864.7223762550532,747768.5229078297
921.8742350231169,849863.8159360838
807.4401551640625,651978.0378368091
237.24908749680006,56273.07450341999
785.1759613930136,616485.8317432698
5.522117123602399,-1.3755788385430492
258.7799816000169,66944.80375083507
966.6548190436696,934427.5407466855
181.23306616566015,32817.86498599013
337.9951568515358,114098.29892406278
397.1835296184548,157708.63569094907
552.0471808519802,304762.4088655963
984.8411989623346,969858.5802229695
15.456616528867428,325.28415302549337
333.49917169114417,111189.39930972303
714.5959227000624,510502.51997064386
327.49735217791465,107212.55520017812
237.63754399239966,56483.792350428244
51.42581348425035,2692.2580198770515
117.06701642760586,13792.16517242069
554.1780025157934,307100.2811385155
746.0448792654233,556553.8778324627
270.83225126207424,73340.29083122905
581.2382214226122,337858.84666471696
388.677289689482,151067.5623348789
799.9160853731894,639930.5933660957
473.9616402628724,224629.17025681486
876.7656367617494,768733.0714012269
498.44219892905727,248430.78500823947
86.92028808742369,7570.506816091182
559.6403313082179,313218.7157816323
186.56702405130576,34869.16861693219
622.8904758190002,388067.5828555522
187.04374855752337,35007.59400786104
835.9801205122059,698899.3938954631
438.9714207056361,192692.32813335385
643.2882184423531,413888.51732740225
523.0978441701488,273628.56612157443
289.75145291376805,83996.92857469941
819.1023176741998,670956.1810880477
45.44638034145787,2059.8121830730133
545.616789315935,297703.95960610296
169.4927466860925,28703.63185608095
97.17649377076853,9495.625856710822
576.2883601668132,332057.4829728057
397.85559904574166,158308.13561129008
463.69840493998214,215076.8656288826
173.37359529475484,30073.845196059385
23.271935735825867,654.2047831596244
414.8195023376652,172076.6285775367
414.62412372702374,171967.16637968802
703.0189588951779,494244.9870222176
642.4192782063157,412750.733369538
386.10263780077423,149076.0258690949
651.4203883518642,424385.46288453793
624.2379959139921,389617.09467105276
873.8900775625152,763702.2320278889
452.21794088980715,204488.4483875108
283.77590579872447,80516.33015557737
779.8755458576238,608243.887759534
224.26930946055978,50262.62395351644
905.3819764192637,819744.0258298033
14.393488629755868,250.67590146934918
5.061583846218687,14.57142234081876
81.75903194887191,6691.366071770794
358.4657285442726,128470.0673885621
46.45041271999772,2112.9104767471513
944.765729882428,892516.6925486594
610.6200424416326,372889.25025311334
28.782676313338975,813.3189714340381
914.8459010681,836957.9603465222
667.5577385210272,445599.8806223751
835.302495589238,697676.7548992926
763.6057941597609,583119.504266842
353.35222802605284,124864.88289665764
537.3956029379228,288769.8968809045
542.6960831582485,294543.661238505
251.78229582536414,63342.998726120626
22.4693083201174,492.80693365356984
346.9532018962277,120457.75822896803
127.58030279556377,16290.86265893215
757.8461104643691,574341.5987896316
101.78247262040374,10379.656130310868
853.0094554673601,727573.9914884623
341.81735169787595,116849.15990454306
254.64065476376385,64765.58024278987
975.8520794625346,952308.7830737124
358.8304841235025,128755.18230201506
262.26404429982506,68851.11185975875
184.85445552552704,34157.08049719603
293.14773026101324,85996.44968322506
731.9939418114051,535834.140741149
618.1282404578958,382085.74537231476
503.1362585800877,253162.1625587414
421.42455059249795,177539.69985253087
849.6473906774114,721847.43280178
398.50473439737345,158887.6949137362
360.9738969400268,130265.03074278419
695.7486889846172,484070.03849338414
949.5206236576421,901459.8626365903
948.8855372533333,900393.5905473725
170.52412368729154,29056.490206404993
502.6370931051921,252653.92734547218
389.29561404197653,151609.16902744997
900.4180571633304,810794.709843236
116.07264050691623,13497.641968646441
598.6584841970366,358422.5099883578
606.4290596595899,367756.02427265997
45.21867010618941,2048.8195940997657
922.4993811772957,850964.5956506429
516.3003483011953,266617.5638286371
76.979909828793,5981.341696278247
142.99168205283587,20384.427974529743
74.04465173409037,5506.1812282420515
310.9823217156622,96679.3649851394
465.59801813246014,216716.78041508864
330.8980248526492,109570.87811145095
694.6964708544267,482687.93916961685
947.2833396118153,897319.2728722466
668.0851365706461,446418.51849109237
750.8710677914974,563757.9308909859
279.9338969459428,78356.00717793398
150.41689110352817,22641.326019560453
294.4657595419177,86660.06697636821
894.5522268940914,800255.422714606
155.99452033620264,24388.329411199673
814.5747202313821,663522.2918670705
374.87057952370407,140466.7543790996
427.54101835854965,182802.51177664762
697.015740995268,485863.5593391031
585.7755812734633,343071.651225507
861.7856210135174,742733.8258882321
696.6508238768922,485285.6408295128
118.16482762165626,13837.95620111206
895.2068376871994,801423.0937423857
696.7371653641507,485557.22472830134
455.6567527857129,207677.64186524999
892.5589984899777,796721.8912337575
207.8862551460273,43236.881583156
294.44889206958567,86687.28121413534
842.1189231357087,709126.4934452709
708.0725777960455,501283.7273800611
725.9556788702394,526989.0323679877
88.70253375705562,7837.853748771425
623.2981268275579,388424.7677009926
345.69599350391945,119549.92219447998
128.87972191064924,16563.31932181262
565.1331835892089,319433.75216139737
177.11067940704893,31389.401057346564
30.50024993904943,927.9192174005254
691.8951976926933,478616.8778467899
965.0269106665125,931337.3566220829
575.4741778758789,331205.5880390343
83.50071669866877,7082.895839270909
393.0977246667604,154557.5797282683
600.5168604336534,360609.32636597333
136.88563006880727,18710.877547078653
932.1182824836123,868763.7359494041
536.0963663441204,287391.6905155503
962.1725484745419,925743.5491607414
458.2528904915166,209988.20886447828
223.59583851945263,50006.78829880667
272.3073265193689,74146.75341201099
350.9150125520787,123071.21577083555
866.1761457749352,750284.0745134832
242.05527151150042,58565.651755288556
606.17463445088,367474.17208937585
84.83771408519192,7138.0578102492955
454.5410647677732,206634.5173598433
91.20610304869037,8324.66810847994
720.0365365460743,518527.2483897142
597.4131021703083,356994.323828591
46.00264202175275,2123.764018238711
147.07348092903794,21603.296570171464
171.6792858483035,29447.010780085806
437.47492202372905,191431.02339522977
896.7884099060118,804303.0106581277
812.9010091300776,660806.7992967612
980.032575285477,960492.8131956643
809.8744458546348,655808.5776077528
376.2595855309158,141619.4696597363
906.354385094736,821607.2568473397
892.0465551771133,795799.5342391205
658.693631618945,433957.98589880735
201.62732004774452,40657.99653395019
651.9612595026006,425041.12502309127
115.86905952512971,13457.28554612583
51.47875124998935,2728.338031719997
540.6351216101065,292270.25296581374
36.6832028905979,1329.523382370663
722.2525683930663,521608.6136028469
910.9271844938424,829696.5251812236
173.20186991001518,30030.82425142728
901.158010490989,812015.0741472321
595.6387406078443,354913.4192771822
337.615171403628,114062.87662588929
134.41467693897425,18047.323567328087
78.45638134226596,6153.542661497566
66.49626736677749,4380.843629542842
252.43694434402076,63711.869218923486
374.54011884736246,140289.18567624307
408.9529444142699,167246.44250461672
322.35384497472296,103841.08308334106
671.5731955927996,451003.3526609386
643.9995432390158,414745.13090713986
996.6368370739053,993354.4953901289
553.8542844013208,306775.51930016745
320.04960103061177,102382.26571302525
512.093058299281,262176.72338710126
427.1077886262563,182423.38493261865
340.80354025301784,116109.354819547
791.5790437258486,626603.6436910613
551.9068387744855,304590.48654249945
583.0415609696922,339953.67978206143
119.5942459383017,14293.936300176289
576.5164755142536,332349.47222084843
113.47352124058906,12942.697649245038
511.3423988609378,261443.53361516612
204.98429541582098,42002.445343659994
986.8869366005173,973919.2757850033
37.348188749214415,1418.7392442081023
222.10781047073024,49342.836988485025
51.681721168607694,2653.5676962293196
57.558760016644285,3315.4538581699344
554.3540525114007,307339.0542310659
284.8404943774676,81193.85956864641
494.42030470258146,244478.60260364533
459.1357562382613,210804.87716402145
323.2029320207552,104474.08634310143
777.1469159274368,603929.4543462761
90.28977005440831,8244.574426280311
592.4145688620424,351017.8092062783
397.2872905603673,157795.84722309574
633.1014572732679,400784.82400257036
750.6147516408583,563452.2430979507
209.90559309558577,44028.180521193746
590.8929431882418,349166.6372821289
989.9602323899452,980067.8912551479
962.4472949421113,926358.4771288803
226.49577519793795,51372.5244127185
58.08361216819946,3415.402110233253
899.5745732745685,809288.8503131071
969.302535619099,939512.1549648268
815.4614284548342,665036.792124154
590.2949425148078,348477.4538486339
920.8418826173723,847994.9695243608
645.4722959071678,416618.4674182607
36.88694735453279,1284.4875398968852
505.888678884466,255938.03332007868
195.2429877980445,38206.62247446562
657.6128923003433,432524.68389145227
799.8552559473152,639823.9154586429
698.1617140197451,487436.45596822747
119.8653673336828,14380.175470224249
799.4158789689792,639067.9276700643
797.2953657795537,635668.5763489573
659.9840460341791,435650.9468804179
495.17691011127016,245270.6396793542
288.6305532402558,83301.54885634573
228.79816549162246,52378.13327386647
128.04583895777245,16373.572761840222
88.4925020519195,7908.447944049682
895.5232284962004,802008.8913356574
374.2707957561203,140110.31739996615
533.4610919763215,284554.1016105863
136.8186309189614,18717.485926686557
456.06998421703594,207978.10569235578
868.5991281894603,754425.9468299376
129.15941515149498,16672.80595712696
999.7176732861305,999476.3145955945
806.2012797930613,650020.5242353671
114.83682473920354,13148.251400528437
268.6773593849461,72221.15213112762
474.1738290873252,224850.87514367164
775.1328233611146,600784.9612544486
822.537242923169,676592.9155619938
376.4633668780496,141770.62042530638
868.4679758979128,754254.1566651813
542.7244433475962,294512.46082300076
877.3730719279555,769774.8759793004
399.00270387013023,159306.03246916042
760.2278598896866,577918.8060451583
170.88758739006582,29192.11636113308
140.85702037979985,19884.85567913271
987.2761293149445,974727.5251308025
753.3781852589416,567571.3399239747
431.94501864211577,186577.91504854424
929.5291442478258,864124.7346505033
627.5580800840635,393783.1101991419
904.1586944937484,817434.6008937187
101.12267612279024,10270.541845081952
905.3506419560638,819587.7823461271
63.55835028602363,4129.457774735656
271.3490317738959,73664.03801923909
269.243230949381,72568.34083338232
867.0723185801037,751839.1071571909
35.942273796742086,1235.8635509486655
388.1699262065219,150661.01343600865
70.56874740042984,4967.740277901141
11.35364476741907,212.79029020856444
701.9668772577033,492784.6767746613
832.4426408004217,692974.3291646397
924.6936182785628,855068.1137435854
195.79113478929645,38413.8937152417
671.8927435987284,451433.955474277
920.8724005318131,848015.2120765174
